year,title_cn,views,author_cn
2023,转变财政科技经费配置管理方式，提升科技投入效能,565,李赓
2023,转变财政科技经费配置管理方式，提升科技投入效能,565,黄丰雨
2023,构建科技预算绩效评价3E理论，促进科技投入效能提升,620,阿儒涵
2023,构建科技预算绩效评价3E理论，促进科技投入效能提升,620,李晓轩
2023,中国科学院研究所整体预算绩效评价试点的实践与思考,551,汤浩
2023,中国科学院研究所整体预算绩效评价试点的实践与思考,551,阿儒涵
2023,中国科学院研究所整体预算绩效评价试点的实践与思考,551,何峻
2023,中国科学院研究所整体预算绩效评价试点的实践与思考,551,冯凯悦
2023,中国科学院研究所整体预算绩效评价试点的实践与思考,551,高军
2023,美国联邦政府资助和管理阿尔茨海默病研究项目的实践与启示,887,韩志凌
2023,美国联邦政府资助和管理阿尔茨海默病研究项目的实践与启示,887,李柏村
2023,美国联邦政府资助和管理阿尔茨海默病研究项目的实践与启示,887,肖小溪
2023,美国联邦政府资助和管理阿尔茨海默病研究项目的实践与启示,887,李晓轩
2023,美国联邦政府科技预算绩效评价的发展演变与启示,538,吴丛
2023,美国联邦政府科技预算绩效评价的发展演变与启示,538,韩青
2023,美国联邦政府科技预算绩效评价的发展演变与启示,538,阿儒涵
2023,国家创新体系的发展演进分析与若干思考,607,贺德方
2023,国家创新体系的发展演进分析与若干思考,607,汤富强
2023,国家创新体系的发展演进分析与若干思考,607,陈涛
2023,国家创新体系的发展演进分析与若干思考,607,罗仙凤
2023,国家创新体系的发展演进分析与若干思考,607,杨芳娟
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,吴一丁
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,彭子龙
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,赖丹
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,赵燊
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,王路
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,陈伟强
2023,稀土产业链全球格局现状、趋势预判及应对战略研究,692,汪鹏
2023,科学基金助力女性科研人员成长：政策、成效与展望,463,于璇
2023,科学基金助力女性科研人员成长：政策、成效与展望,463,高瑞平
2023,海洋生态保护修复：国际议程与中国行动,481,段克
2023,海洋生态保护修复：国际议程与中国行动,481,刘峥延
2023,海洋生态保护修复：国际议程与中国行动,481,梁生康
2023,海洋生态保护修复：国际议程与中国行动,481,李雁宾
2023,海洋生态保护修复：国际议程与中国行动,481,鲁栋梁
2023,关于粤港澳大湾区一体化生态保护修复的思考与建议,448,王军
2023,关于粤港澳大湾区一体化生态保护修复的思考与建议,448,彭建
2023,关于粤港澳大湾区一体化生态保护修复的思考与建议,448,傅伯杰
2023,美国建设生物医药创新高地的实践及对我国的启示,425,马晓玲
2023,美国“脑计划”实施特点分析及启示,574,祖勉
2023,美国“脑计划”实施特点分析及启示,574,王瑛
2023,美国“脑计划”实施特点分析及启示,574,刘伟
2023,美国“脑计划”实施特点分析及启示,574,辛泽西
2023,美国“脑计划”实施特点分析及启示,574,王磊
2023,“欧盟半导体危机”的成因、对策与启示——围绕《欧洲芯片法案》的解读,470,李俊峰
2023,“欧盟半导体危机”的成因、对策与启示——围绕《欧洲芯片法案》的解读,470,张颖
2023,高水平科技自立自强下我国集成电路人才培养“痛点”与对策,575,管开轩
2023,高水平科技自立自强下我国集成电路人才培养“痛点”与对策,575,余江
2023,高水平科技自立自强下我国集成电路人才培养“痛点”与对策,575,周建中
2023,高水平科技自立自强下我国集成电路人才培养“痛点”与对策,575,陈凤
2023,高水平科技自立自强下我国集成电路人才培养“痛点”与对策,575,韩雁
2023,中国特色新型科技智库建设研究——基于系统工程和科学传播等视角,444,席亮
2023,中国特色新型科技智库建设研究——基于系统工程和科学传播等视角,444,应验
2023,中国特色新型科技智库建设研究——基于系统工程和科学传播等视角,444,贾宝余
2023,工业生产全过程减污降碳：方法策略与科学基础,471,曹宏斌
2023,工业生产全过程减污降碳：方法策略与科学基础,471,赵赫
2023,工业生产全过程减污降碳：方法策略与科学基础,471,赵月红
2023,工业生产全过程减污降碳：方法策略与科学基础,471,张笛
2023,政策速览（2023年1月）,325,not_specified
2023,科技预算绩效评价的理论与实践,354,not_specified
2023,复兴路上的科学家精神：新时代·新青年——刘焕军：勇挑重担，投身黑土地监测与保护事业,382,not_specified
2023,《中国科学院院刊》新媒体,357,not_specified
2023,欢迎订阅《中国科学院院刊》,339,not_specified
2023,目录,358,not_specified
2023,人工智能新近发展及其对经济学研究范式的影响,490,洪永淼
2023,人工智能新近发展及其对经济学研究范式的影响,490,汪寿阳
2023,中国湖泊生态环境变化与保护对策,415,张甘霖
2023,中国湖泊生态环境变化与保护对策,415,谷孝鸿
2023,中国湖泊生态环境变化与保护对策,415,赵涛
2023,中国湖泊生态环境变化与保护对策,415,张运林
2023,中国湖泊生态环境变化与保护对策,415,徐力刚
2023,中国湿地保护修复成效及发展策略,481,祝惠
2023,中国湿地保护修复成效及发展策略,481,武海涛
2023,中国湿地保护修复成效及发展策略,481,邢晓旭
2023,中国湿地保护修复成效及发展策略,481,谢天
2023,中国湿地保护修复成效及发展策略,481,宋长春
2023,中国湿地保护修复成效及发展策略,481,王国栋
2023,中国湿地保护修复成效及发展策略,481,姜明
2023,中国山地保护与山区发展：回顾与展望,502,文安邦
2023,中国山地保护与山区发展：回顾与展望,502,汤青
2023,中国山地保护与山区发展：回顾与展望,502,欧阳朝军
2023,中国山地保护与山区发展：回顾与展望,502,朱波
2023,中国山地保护与山区发展：回顾与展望,502,王玉宽
2023,中国山地保护与山区发展：回顾与展望,502,李爱农
2023,中国山地保护与山区发展：回顾与展望,502,栗帅
2023,中国山地保护与山区发展：回顾与展望,502,朱万泽
2023,中国山地保护与山区发展：回顾与展望,502,刘丽君
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,陈亚宁
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,李忠勤
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,徐建华
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,沈彦俊
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,邢晓旭
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,谢天
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,李稚
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,杨林山
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,席海洋
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,朱成刚
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,方功焕
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,司建华
2023,中国西北干旱区水资源与生态环境变化及保护建议,663,张元明
2023,中国东部超大城市群生态环境建设成效与发展对策,538,唐立娜
2023,中国东部超大城市群生态环境建设成效与发展对策,538,蓝婷
2023,中国东部超大城市群生态环境建设成效与发展对策,538,邢晓旭
2023,中国东部超大城市群生态环境建设成效与发展对策,538,谢天
2023,中国东部超大城市群生态环境建设成效与发展对策,538,李伟峰
2023,中国东部超大城市群生态环境建设成效与发展对策,538,方创琳
2023,中国东部超大城市群生态环境建设成效与发展对策,538,曹琰旎
2023,中国东部超大城市群生态环境建设成效与发展对策,538,徐耀阳
2023,中国东部超大城市群生态环境建设成效与发展对策,538,陈丁楷
2023,中国东部超大城市群生态环境建设成效与发展对策,538,王琳
2023,中国东部超大城市群生态环境建设成效与发展对策,538,吴志丰
2023,中国东部超大城市群生态环境建设成效与发展对策,538,徐智邦
2023,中国东部超大城市群生态环境建设成效与发展对策,538,周伟奇
2023,从战略性新兴产业到未来产业：新方向、新问题、新思路,444,潘教峰
2023,从战略性新兴产业到未来产业：新方向、新问题、新思路,444,王晓明
2023,从战略性新兴产业到未来产业：新方向、新问题、新思路,444,薛俊波
2023,从战略性新兴产业到未来产业：新方向、新问题、新思路,444,沈华
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,刘培培
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,江佳富
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,路浩
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,丛培蕾
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,赵莉蔺
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,乔格侠
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,周冬生
2023,加快推进生物安全能力建设，全力保障国家生物安全,481,武桂珍
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,赵文智
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,任珩
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,杜军
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,杨荣
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,杨淇越
2023,河西走廊绿洲生态建设和农业发展的若干思考与建议,462,刘鹄
2023,基于生物地球化学循环视角下我国农业碳达峰、碳中和应对策略,384,杨世琦
2023,基于生物地球化学循环视角下我国农业碳达峰、碳中和应对策略,384,颜鑫
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,孟可强
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,王丽
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,李旺
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,李凤兰
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,张正
2023,构建乡村社会心理服务体系助力乡村振兴战略,394,陈敏
2023,美日“先进存储研究联合体”发展路径与启示,408,王素梅
2023,英国碳中和战略政策体系研究与启示,595,李岚春
2023,英国碳中和战略政策体系研究与启示,595,陈伟
2023,英国碳中和战略政策体系研究与启示,595,岳芳
2023,英国碳中和战略政策体系研究与启示,595,汤匀
2023,德国生物圈保护区发展经验及对中国的建议,364,先义杰
2023,德国生物圈保护区发展经验及对中国的建议,364,刘宁
2023,德国生物圈保护区发展经验及对中国的建议,364,乔娜
2023,德国生物圈保护区发展经验及对中国的建议,364,房强
2023,德国生物圈保护区发展经验及对中国的建议,364,韩群力
2023,德国生物圈保护区发展经验及对中国的建议,364,王丁
2023,中国式现代化的分层结构和三个建议,384,何传启
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,韩广轩
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,宋维民
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,李远
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,肖雷雷
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,赵明亮
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,初小静
2023,海岸带蓝碳增汇：理念、技术与未来建议,467,谢宝华
2023,"中国农田非CO,2,温室气体减排的研究现状与建议",403,张广斌
2023,"中国农田非CO,2,温室气体减排的研究现状与建议",403,马静
2023,"中国农田非CO,2,温室气体减排的研究现状与建议",403,徐华
2023,"中国农田非CO,2,温室气体减排的研究现状与建议",403,颜晓元
2023,气候变化的生态影响及适应对策,461,万辛如
2023,气候变化的生态影响及适应对策,461,程超源
2023,气候变化的生态影响及适应对策,461,白德凤
2023,气候变化的生态影响及适应对策,461,张知彬
2023,政策速览（2023年2月）,311,not_specified
2023,《中国科学院院刊》新闻记者证年度核验人员名单公示,289,not_specified
2023,太湖鼋头渚（奚和平 摄影）,717,not_specified
2023,复兴路上的科学家精神：新时代·新青年——张丽莉：“玩泥巴”的女博士,320,not_specified
2023,《中国科学院院刊》新媒体,266,not_specified
2023,欢迎订阅《中国科学院院刊》,272,not_specified
2023,目录,308,not_specified
2023,抓住数字技术与数字经济发展新机遇，不断提升城市科学研究水平,375,汪光焘
2023,人工智能驱动的科学研究新范式：从AI4S到智能科学,745,王飞跃
2023,人工智能驱动的科学研究新范式：从AI4S到智能科学,745,缪青海
2023,技术经济安全：研究重点、演化机理和评估框架,380,程燕林
2023,技术经济安全：研究重点、演化机理和评估框架,380,代涛
2023,技术经济安全：研究重点、演化机理和评估框架,380,丁予业
2023,技术经济安全：研究重点、演化机理和评估框架,380,赵丹阳
2023,深刻认识科技安全与经济安全互动关系 建立科技安全监测预警体系,488,郭秋怡
2023,深刻认识科技安全与经济安全互动关系 建立科技安全监测预警体系,488,游光荣
2023,我国技术供给安全的影响因素及作用机制,418,雷家骕
2023,我国技术供给安全的影响因素及作用机制,418,焦捷
2023,未来技术风险识别框架研究——基于技术经济安全视角,378,陈捷
2023,未来技术风险识别框架研究——基于技术经济安全视角,378,吴仲琦
2023,未来技术风险识别框架研究——基于技术经济安全视角,378,代涛
2023,破解“卡脖子”技术难题：“情境—策略”非对称匹配视角,403,俞荣建
2023,破解“卡脖子”技术难题：“情境—策略”非对称匹配视角,403,王雅萍
2023,破解“卡脖子”技术难题：“情境—策略”非对称匹配视角,403,赵一智
2023,破解“卡脖子”技术难题：“情境—策略”非对称匹配视角,403,白伟
2023,中美技术摩擦给我国高技术产业和企业带来的风险分析,505,王宏伟
2023,中美技术摩擦给我国高技术产业和企业带来的风险分析,505,陈多思
2023,中美技术摩擦给我国高技术产业和企业带来的风险分析,505,张慧慧
2023,中美技术摩擦给我国高技术产业和企业带来的风险分析,505,白宇轩
2023,加快完善支持企业基础研究的政策体系,432,温珂
2023,加快完善支持企业基础研究的政策体系,432,张宁宁
2023,加快完善支持企业基础研究的政策体系,432,李振国
2023,加快完善支持企业基础研究的政策体系,432,游玎怡
2023,技术科学的学科体系、学术体系与话语体系,386,杨中楷
2023,技术科学的学科体系、学术体系与话语体系,386,林德明
2023,技术科学的学科体系、学术体系与话语体系,386,梁永霞
2023,发展长穗偃麦草，建设“滨海草带”,371,李宏伟
2023,发展长穗偃麦草，建设“滨海草带”,371,郑琪
2023,发展长穗偃麦草，建设“滨海草带”,371,王建林
2023,发展长穗偃麦草，建设“滨海草带”,371,孙宏勇
2023,发展长穗偃麦草，建设“滨海草带”,371,张可心
2023,发展长穗偃麦草，建设“滨海草带”,371,方红曼
2023,发展长穗偃麦草，建设“滨海草带”,371,邢雪荣
2023,发展长穗偃麦草，建设“滨海草带”,371,杨维才
2023,发展长穗偃麦草，建设“滨海草带”,371,曹晓风
2023,发展长穗偃麦草，建设“滨海草带”,371,刘小京
2023,发展长穗偃麦草，建设“滨海草带”,371,景海春
2023,发展长穗偃麦草，建设“滨海草带”,371,种康
2023,发展长穗偃麦草，建设“滨海草带”,371,李振声
2023,基于万物互联网的泛在操作系统开源生态构建方法研究,351,王孟
2023,基于万物互联网的泛在操作系统开源生态构建方法研究,351,李卫东
2023,从政策推动到研究产出——浅析医院主导人工智能研究的技术性挑战,351,庄昱
2023,从政策推动到研究产出——浅析医院主导人工智能研究的技术性挑战,351,周程
2023,海上风能等级区划研究：瓶颈与对策,414,郑崇伟
2023,海上风能等级区划研究：瓶颈与对策,414,李崇银
2023,2022年度中国科学十大进展简介,331,not_specified
2023,政策速览（2023年3月）,296,not_specified
2023,技术经济安全理论与实践,332,not_specified
2023,复兴路上的科学家精神：新时代·新青年——陈海华：谁说搞计算机的就搞不了农业,301,not_specified
2023,《中国科学院院刊》新媒体,274,not_specified
2023,欢迎订阅《中国科学院院刊》,295,not_specified
2023,目录,301,not_specified
2023,“建设世界科技强国”专刊 编者按,282,not_specified
2023,中国特色世界一流大学建设是教育、科技、人才一体化部署的有效实践——以中国科学技术大学为例,372,包信和
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,吴岳良
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,王艳芬
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,肖作敏
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,苗建明
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,杨国强
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,李浩然
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,徐中平
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,牛晓莉
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,董纪昌
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,金德鹏
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,黄辉
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,林晓
2023,服务国家战略需求 培养拔尖创新人才——中国科学院大学科教融合办学的制度逻辑与发展实践,393,刘继安
2023,深化科教融合，培养未来科技领军人才,464,王艳芬
2023,深化科教融合，培养未来科技领军人才,464,刘继安
2023,深化科教融合，培养未来科技领军人才,464,吴岳良
2023,深化科教融合，培养未来科技领军人才,464,肖作敏
2023,深化科教融合，培养未来科技领军人才,464,苗建明
2023,深化科教融合，培养未来科技领军人才,464,杨国强
2023,深化科教融合，培养未来科技领军人才,464,李浩然
2023,深化科教融合，培养未来科技领军人才,464,徐中平
2023,深化科教融合，培养未来科技领军人才,464,牛晓莉
2023,深化科教融合，培养未来科技领军人才,464,董纪昌
2023,深化科教融合，培养未来科技领军人才,464,金德鹏
2023,深化科教融合，培养未来科技领军人才,464,黄辉
2023,深化科教融合，培养未来科技领军人才,464,林晓
2023,创新型研究型大学新在何处？——以上海科技大学的实践探索为例,355,印杰
2023,国家有组织科研：迎接世界三大中心转移的中国创新生态系统探讨,572,褚建勋
2023,国家有组织科研：迎接世界三大中心转移的中国创新生态系统探讨,572,王晨阳
2023,国家有组织科研：迎接世界三大中心转移的中国创新生态系统探讨,572,王喆
2023,“大科普战略内涵与实施研究”专题 序言,325,高鸿钧
2023,关于科学普及与中国未来发展的思考,346,杨玉良
2023,刍议科普现代化的本质特征与建构路径,313,潘教峰
2023,刍议科普现代化的本质特征与建构路径,313,石彪
2023,刍议科普现代化的本质特征与建构路径,313,王光辉
2023,大科普战略背景下院士群体科普实践的思考与建议,455,魏秀
2023,大科普战略背景下院士群体科普实践的思考与建议,455,席亮
2023,大科普战略背景下院士群体科普实践的思考与建议,455,马强
2023,大科普战略背景下院士群体科普实践的思考与建议,455,杨永峰
2023,加强国家科普能力建设，服务新时代国家战略需求,384,王挺
2023,加强国家科普能力建设，服务新时代国家战略需求,384,王唯滢
2023,加强国家科普能力建设，服务新时代国家战略需求,384,王丽慧
2023,关于实施大科普战略的法治保障研究,395,张思光
2023,关于实施大科普战略的法治保障研究,395,向小薇
2023,关于实施大科普战略的法治保障研究,395,周建中
2023,加强基础研究 夯实科技自立自强根基,352,张先恩
2023,加强基础研究 夯实科技自立自强根基,352,汪卫华
2023,加强基础研究 夯实科技自立自强根基,352,阎锡蕴
2023,加强基础研究 夯实科技自立自强根基,352,潘教峰
2023,关于科技创新赋能我国产业高质量发展的若干思考,360,王一鸣
2023,关于科技创新赋能我国产业高质量发展的若干思考,360,李国杰
2023,关于科技创新赋能我国产业高质量发展的若干思考,360,张柏春
2023,关于科技创新赋能我国产业高质量发展的若干思考,360,洪永淼
2023,关于科技创新赋能我国产业高质量发展的若干思考,360,耿涌
2023,关于信息技术驱动未来产业的若干思考,382,包云岗
2023,关于信息技术驱动未来产业的若干思考,382,刘淼
2023,关于信息技术驱动未来产业的若干思考,382,陆品燕
2023,关于信息技术驱动未来产业的若干思考,382,邱锡鹏
2023,关于信息技术驱动未来产业的若干思考,382,须江
2023,新时代创新人才成长路径及所需环境,434,代涛
2023,新时代创新人才成长路径及所需环境,434,宋洁
2023,新时代创新人才成长路径及所需环境,434,张博
2023,新时代创新人才成长路径及所需环境,434,陈伟强
2023,新时代创新人才成长路径及所需环境,434,陈凯华
2023,新任命的中国科学院副院长、党组成员汪克强简介,289,not_specified
2023,新任命的中国科学院副院长、党组成员常进简介,375,not_specified
2023,快讯：《中国科学院院刊》第七届编委会第二次会议暨第一届青委会第二次会议成功召开,280,not_specified
2023,建设世界科技强国,314,not_specified
2023,复兴路上的科学家精神：新时代·新青年——中国科学院物理研究所严济慈超导量子计算攻关突击队：面向国家重大需求，抢占量子科技高地,303,not_specified
2023,聚焦“创新赋能高质量发展”《中国科学院院刊》编委会特别活动——“2023松山湖科学对话”,316,not_specified
