,year,title_cn,author_cn
214,2023,“一带一路”科技创新合作现状、挑战与发展方向,
215,2023,破解“卡脖子”技术难题：“情境—策略”非对称匹配视角,
216,2023,我国开放科学治理框架研究,
217,2023,400毫米口径光学望远镜,
218,2023,高质量共建“一带一路”加快构建“双循环”新发展格局,
219,2023,关于科技创新赋能我国产业高质量发展的若干思考,
220,2023,构建面向未来产业的创新生态系统：结构框架与实现路径,
221,2023,目录,
222,2023,新任命的中国科学院副院长、党组成员常进简介,
223,2023,绿色丝绸之路建设的气候变化科技应对战略,
224,2023,“一带一路”共建国家气候变化的技术需求评估及推动南南技术合作的政策建议,
225,2023,“一带一路”灾害风险协同管理国际合作机制探究,
226,2023,加强企业基础研究能力，弥补国家创新体系短板,
227,2023,质子重离子治癌及QA探测器,
228,2023,技术经济安全：研究重点、演化机理和评估框架,
229,2023,中国特色世界一流大学建设是教育、科技、人才一体化部署的有效实践——以中国科学技术大学为例,
230,2023,面向碳中和的“一带一路”气候变化主要特征与灾害风险研究,
231,2023,“一带一路”科技聚焦,
232,2023,改进中国科研制度和研发体系的“双轨制”构想,
233,2023,加强基础研究 夯实科技自立自强根基,
234,2023,关于信息技术驱动未来产业的若干思考,
235,2023,新冠疫情后北欧主要国家创新战略与政策比较研究——基于建设创新高地的视角,
236,2023,小动物能谱显微CT,
237,2023,基于“物理—事理—人理”的多源异构大数据融合探究,
238,2023,从政策推动到研究产出——浅析医院主导人工智能研究的技术性挑战,
239,2023,创新型研究型大学新在何处？——以上海科技大学的实践探索为例,
240,2023,兆瓦级大功率等离子体炬,
241,2023,相对磁场方向测量磁力显微镜,
242,2023,“一带一路”科技合作新格局构建研究,
243,2023,趋势观察：精准医学领域发展态势分析,
244,2023,活体脑化学物质实时分析系统,
245,2023,旗形光学面形仪,
246,2023,微纳能谱CT,
247,2023,液氮温区一体式制冷机,
248,2023,政策速览（2023年4—5月）,
249,2023,数字经济赋能中国式现代化建设,
250,2023,超强超短激光器,
251,2023,毒品快速检测仪,
252,2023,2022年度中国科学十大进展简介,
253,2023,林火碳排放的影响与减缓对策,
254,2023,科学级光学望远镜,
255,2023,基于万物互联网的泛在操作系统开源生态构建方法研究,
256,2023,新任命的中国科学院副院长、党组成员丁赤飚简介,
257,2023,喜马拉雅山区大气与环境综合观测研究支撑青藏高原地球系统科学发展,
258,2023,硬X射线大视场高分辨高性能成像探测器,
259,2023,技术经济安全理论与实践,
260,2023,关于科学普及与中国未来发展的思考,
261,2023,编者按,
262,2023,钙离子光钟,
263,2023,复兴路上的科学家精神：新时代·新青年——张丽莉：“玩泥巴”的女博士,
264,2023,多功能内耗仪,
265,2023,政策速览（2023年2月）,
266,2023,“一带一路”的实践探索——对江苏、浙江、广东的调查,
267,2023,建设世界科技强国的驱动逻辑、关键路径与中国突破——基于英德美建设世界科技强国的历史考察,
268,2023,系列氦质谱检漏仪,
269,2023,多模态嵌入式荧光导航聚焦离子束减薄扫描电镜系统,
270,2023,深海多通道拉曼光谱探测系统,
271,2023,复兴路上的科学家精神：新时代·新青年——陈海华：谁说搞计算机的就搞不了农业,
272,2023,“大科普战略内涵与实施研究”专题 序言,
273,2023,“一带一路”共建国家应对气候变化合作战略及对策建议,
274,2023,城市化地区实体与流空间演变及高质量发展路径分析,
275,2023,便携式伽玛射线成像仪,
276,2023,人体肺部气体磁共振成像仪,
277,2023,国际大科学计划灾害风险综合研究十年回顾与展望,
278,2023,聚焦“创新赋能高质量发展”《中国科学院院刊》编委会特别活动——“2023松山湖科学对话”,
279,2023,风险投资如何助力中国科技创新,
280,2023,激光位移传感器,
281,2023,水体藻类在线/原位监测仪,
282,2023,复兴路上的科学家精神：新时代·新青年——中国科学院工程热物理研究所吴仲华高效低碳燃气轮机科技攻关青年突击队：聚成一团火，点亮燃气轮机自主研发的方向,
283,2023,高能脉冲磁控溅射镀膜机,
284,2023,深海海底理化环境长期观测系统,
285,2023,复兴路上的科学家精神：新时代·新青年——中国科学院物理研究所严济慈超导量子计算攻关突击队：面向国家重大需求，抢占量子科技高地,
286,2023,强化珠江流域生态保护与绿色发展 助力粤港澳大湾区建设,
287,2023,如何改进中国纯基础研究系统,
288,2023,目录,
289,2023,星载铷原子钟,
290,2023,窄线宽激光器,
291,2023,钨灯丝扫描电子显微镜,
292,2023,伽玛射线成像仪,
293,2023,扩展内容,
294,2023,建设世界科技强国,
295,2023,钨灯丝扫描电子显微镜,
296,2023,2.7—3微米中红外激光晶体元件,
297,2023,轮廓测量仪,
298,2023,牛顿环®智能化电阻点焊装备,
299,2023,中国中等技术现状分析,
300,2023,激光跟踪仪,
301,2023,麻醉深度在线监护仪,
302,2023,封面,
303,2023,政策速览（2023年3月）,
304,2023,中国芯片产业如何跨越“中等技术陷阱”？,
305,2023,中子斩波器,
306,2023,天光背景测量仪,
307,2023,目录,
308,2023,开放科学发展趋势与治理策略,
309,2023,深紫外激光光致发光光谱仪,
310,2023,等离子体化学气相沉积镀膜设备,
311,2023,基础研究类科研机构评估：德国马普学会的实践与启示,
312,2023,复兴路上的科学家精神：新时代·新青年——廖晓勇：“揭榜挂帅”，为黑土地保护 利用打造系统解决方案,
313,2023,可搬运光钟,
314,2023,电子束蒸发镀膜设备,
315,2023,温室气体柱总量地基观测系统,
316,2023,太阳辐射计,
317,2023,高精度多材料生物3D打印设计制造平台,
318,2023,病原微生物原位即时检测移动基站,
319,2023,《中国科学院院刊》新闻记者证年度核验人员名单公示,
320,2023,习近平给“科学与中国”院士专家代表回信 强调带动更多科技工作者支持和参与科普事业 促进全民科学素质的提高,
321,2023,目录,
322,2023,“一带一路”共建国家应对气候变化国际合作经验借鉴及启示,
323,2023,东亚经济体成功跨越“中等技术陷阱”的经验,
324,2023,低温强磁场用扫描探针显微镜,
325,2023,瞬态光电压光电流光谱仪,
326,2023,反光电子能谱仪,
327,2023,地面电磁探测系统,
328,2023,我国未来产业科技发展战略选择,
329,2023,低温热导率测试仪,
330,2023,六氟化硫气体分解产物质谱检测仪,
331,2023,超快位敏型微通道板型光电倍增管,
332,2023,湍流激光雷达,
333,2023,华北香河气候与环境综合野外科学观测研究站,
334,2023,全自动比表面及孔径分析仪,
335,2023,光纤通信链路故障检测仪,
336,2023,高精度在线测氨仪器,
337,2023,美丽中国“35目标”和“50愿景”情景模拟,
338,2023,超导加速器在线等离子体清洗装置,
339,2023,高能衍射仪,
340,2023,气相团簇反应与质谱检测和软沉积系统,
341,2023,大面积紫外光刻机,
342,2023,欢迎订阅《中国科学院院刊》,
343,2023,大气臭氧观测激光雷达,
344,2023,流式细胞仪上样前细胞总量质控仪,
345,2023,分布式自主科学：科学多样可持续性发展的新范式,
346,2023,三重四极杆质谱仪,
347,2023,刍议科普现代化的本质特征与建构路径,
348,2023,新任命的中国科学院副院长、党组成员汪克强简介,
349,2023,“一带一路”油气勘探开发合作成果与展望,
350,2023,深紫外激光光发射电子显微镜,
351,2023,激光雷达望远镜,
352,2023,腔增强反照率光谱仪,
353,2023,欢迎订阅《中国科学院院刊》,
354,2023,仪器分子泵,
355,2023,多维力/力矩传感器,
356,2023,拉曼单细胞分选仪,
357,2023,面向人民生命健康，提升国家医学科技整体能力,
358,2023,以科学为基础的技术创新与产业演化的动力机制研究——以半导体、数字计算机及无线电技术为例,
359,2023,企业如何通过开放实现技术进步,
360,2023,关于税制改革赋能我国数字经济国际竞争力提升的若干思考,
361,2023,多相反应器内非均相特性测量系统,
362,2023,小型绝对重力仪,
363,2023,跨越“中等技术陷阱”：区域科创高地的角色与作用,
364,2023,场发射扫描电子显微镜,
365,2023,系列化深紫外全固态激光器,
366,2023,系列真空泵,
367,2023,大气相干长度仪,
368,2023,高速多通道数据采集卡,
369,2023,欢迎订阅《中国科学院院刊》,
370,2023,《中国科学院院刊》新媒体,
371,2023,目录,
372,2023,《中国科学院院刊》新媒体,
373,2023,中国亚洲象生态廊道建设构想及相关保护建议,
374,2023,三工位阴极转移系统,
375,2023,相干光场波前测量仪,
376,2023,动物全景PET-CT,
377,2023,高功率固体飞秒激光器,
378,2023,单细胞精准分选仪,
379,2023,STED超分辨光学显微镜,
380,2023,肺功能测试仪,
381,2023,欢迎订阅《中国科学院院刊》,
382,2023,政策速览（2023年6月）,
383,2023,新疆吐鲁番地区沙漠与绿洲的较量,
384,2023,立足智库期刊定位 讲好中国科技故事——《中国科学院院刊》持续关注“一带一路”科技创新与合作,
385,2023,欢迎订阅《中国科学院院刊》,
386,2023,高精度X射线压弯聚焦镜,
387,2023,光镊拉曼检测与分选仪,
388,2023,心血管功能测试仪,
389,2023,快讯：《中国科学院院刊》第七届编委会第二次会议暨第一届青委会第二次会议成功召开,
390,2023,原子层沉积系统,
391,2023,碳化硅晶体生长炉,
392,2023,水质监测水面机器人,
393,2023,生物切片阵列大面积离子减薄仪,
394,2023,入侵植物互花米草防治：理念、技术与实践,
395,2023,系列膜乳化器,
396,2023,激光干涉仪,
397,2023,激光扫描共聚焦显微镜,
398,2023,系列深紫外准分子激光器,
399,2023,中国科学院香河大气综合观测试验站,
400,2023,"大气,14,CO,2,观测：碳排放评估的新方法",
401,2023,有机、无机薄膜沉积设备,
402,2023,特高温特高压真三轴压缩与压裂实验仪,
403,2023,《中国科学院院刊》新媒体,
404,2023,氩-39高倍预富集装置,
405,2023,微牛级推力自适应测量扭摆装置,
406,2023,复兴路上的科学家精神：新时代·新青年——中国科学院上海光学精密机械研究所林尊琪多功能激光系统研制攻关突击队：以多功能激光系统点亮新篇,
407,2023,太赫兹混频探测器,
408,2023,呼吸热量代谢测试仪,
409,2023,硅神经微电极,
410,2023,场发射扫描电子显微镜,
411,2023,金属复杂薄壁构件超高速冲击液压成形设备,
412,2023,北斗/GNSS空间大气关键参数一体化探测仪,
413,2023,海洋重力仪,
414,2023,气体泄漏傅立叶红外光谱扫描成像仪,
415,2023,超广角共焦激光造影仪,
416,2023,目录,
417,2023,显微共焦拉曼荧光光谱测量模块,
418,2023,20英寸大面积微通道板型光电倍增管,
419,2023,离子溅射仪,
420,2023,高精度光学镜面,
421,2023,个人辐射报警仪,
422,2023,目录,
423,2023,“建设世界科技强国”专刊 编者按,
424,2023,光电瞄准与发射装置,
425,2023,大型岩体动态性能测试系统,
426,2023,便携式傅里叶红外多组分气体分析仪,
427,2023,政策速览（2023年7月）,
428,2023,复兴路上的科学家精神：新时代·新青年——中国科学院上海药物研究所谢毓元突击队：新药无坦途，瓶罐有真味,
429,2023,跨尺度纳米轮廓仪,
430,2023,TDLAS气体检测分析仪,
431,2023,科学普及“一体两翼”的平台实践与探索——以“科创中国-院士开讲”为例,
432,2023,磁控溅射台,
433,2023,污染物分布红外光谱成像遥测系统,
434,2023,气候变化与人的心理及行为适应示意,
435,2023,中国科学院海外科教合作中心,
436,2023,目录,
437,2023,跨越“中等技术陷阱”与实现中国式现代化,
438,2023,傅里叶变换红外光谱辐射分析仪,
439,2023,动态时频校准时间同步设备,
440,2023,欢迎订阅《中国科学院院刊》,
441,2023,欢迎订阅《中国科学院院刊》,
442,2023,如何改进应用技术系统,
443,2023,政策速览（2023年10月）,
444,2023,微型流化床反应动力学分析仪,
445,2023,中国科学院珠穆朗玛大气与环境综合观测研究站,
446,2023,大数据时代耕地红线管控监测的机遇与挑战,
447,2023,核与辐射应急车载平台,
448,2023,分子束外延系统,
449,2023,共聚焦拉曼光谱仪,
450,2023,目录,
451,2023,纤维增强复合材料超快激光切割装备,
452,2023,封二,
453,2023,超连续谱激光器,
454,2023,乳腺/灵长类诊断正电子发射断层成像系统,
455,2023,重大自然灾害后心理危机干预体系建设探讨,
456,2023,体外人胚胎研究“14天规则”亟待调整：基于科学、伦理、政策的综合视角分析,
457,2023,超导纳米线单光子探测系统,
458,2023,系列磁悬浮分子泵,
459,2023,欢迎订阅《中国科学院院刊》,
460,2023,原子水平重力梯度仪,
461,2023,科技人口、隐性技术知识与中国应用技术系统,
462,2023,机载双频激光雷达,
463,2023,乏燃料组件水下形貌尺寸测量系统,
464,2023,近钻头方位伽马成像地质导向系统,
465,2023,大气成分差分光学吸收光谱在线监测系统,
466,2023,9.4T超高场人体全身磁共振成像磁体系统,
467,2023,光谱椭圆偏振仪,
468,2023,政策速览（2023年8—9月）,
469,2023,美丽高原湖泊湿地“花—鱼—螺蚌—鸟”生态修复新路径及其应用,
470,2023,氟化钡闪烁晶体探测器,
471,2023,单频激光噪声测试仪,
472,2023,极端电磁屏蔽分布式光纤多参量监测系统,
473,2023,数字眼底成像仪,
474,2023,鄱阳湖极端干旱的影响、成因与对策,
475,2023,“一带一路”科技聚焦,
476,2023,城市多源固废协同利用与区域绿色循环发展研究——以东莞海心沙国家资源循环利用示范基地为例,
477,2023,高密度等离子体刻蚀机,
478,2023,大动态范围积分球辐射源,
479,2023,三江源国家公园生物多样性保护创新及实践,
480,2023,我国西南喀斯特生态修复的十大问题与对策,
481,2023,空间环境模拟设备,
482,2023,封四,
483,2023,闪烁体性能检测仪,
484,2023,集束型纳米薄膜生长系统,
485,2023,中国耕地资源利用的“五化”态势与治理对策,
486,2023,我国生态文明建设地理图景设计研究,
487,2023,封三,
488,2023,中国重污染产业空间集聚及其环境效应：特征与启示,
489,2023,我国大型复杂污染场地治理修复的挑战与对策,
490,2023,中国生态文明制度体系建设进展与走向,
491,2023,构建山区综合减灾与特色产业协同模式，助力我国山区高质量发展,
492,2023,长江流域水生态调度与长江模拟器研发,
493,2023,发展特色资源植物 助力美丽中国建设,
494,2023,发挥科技支撑作用，全面推进美丽中国建设——“科技助力‘全面推进美丽中国建设’”专刊序言,
495,2023,中国科学院珠穆朗玛大气与环境综合观测研究站,
496,2023,《中国科学院院刊》新媒体,
497,2023,复兴路上的科学家精神：新时代·新青年——中国科学院声学研究所汪德昭深蓝突击队：身为国之利剑，守卫祖国深蓝,
498,2023,科技助力“全面推进美丽中国建设”,
499,2023,欢迎订阅《中国科学院院刊》,
500,2023,复合污染防治技术体系和生态系统修复及绿色发展模式,
501,2023,长江上游赤水河示范区水生态修复的成效与挑战,
502,2023,编者按,
503,2023,多尺度美丽中国情景模拟系统,
504,2023,目录,
505,2023,目录,
506,2023,欢迎订阅《中国科学院院刊》,
507,2023,《中国科学院院刊》第三十八卷（2023年）主题索引,
508,2022,新时代科技强国战略,
509,2022,探索我国信息技术体系的自立自强之路——兼序“构建自立自强的信息技术体系”专题,
510,2022,Chip Learning：从芯片设计到芯片学习,
511,2022,数字经济的发展与未来,
512,2022,二维材料：从基础到应用,
513,2022,“双碳”背景下新能源材料技术发展策略——以松山湖材料实验室为例,
514,2022,对信息技术新体系的思考,
515,2022,2022年中国经济增长速度的预测分析与政策建议,
516,2022,泛在操作系统：面向人机物融合泛在计算的新蓝海,
517,2022,中国生态系统碳汇功能提升的技术途径：基于自然解决方案,
518,2022,从全球气候变化、制造业产业升级、国家安全及材料基因工程维度探讨材料科学发展趋势,
519,2022,开源芯片生态技术体系构建面临的机遇与挑战,
520,2022,中国碳达峰、碳中和行动方略之探讨,
521,2022,科技改革十年回顾与未来走向,
522,2022,一种新型信息基础设施：高通量低熵算力网（信息高铁）,
523,2022,大数据分析处理技术新体系的思考,
524,2022,世界生命科学格局中的中国,
525,2022,低温扫描隧道显微镜-分子束外延联合系统,
526,2022,关于未来网络技术体系创新的思考,
527,2022,我国新材料产业集群发展战略研究,
528,2022,发挥国家战略科技力量作用，为“双碳”目标提供有力科技支撑,
529,2022,我国地球科学发展的若干思考与建议,
530,2022,硅基光电异质集成的发展与思考,
531,2022,从“人、财、物”视角出发，提升网络空间的安全态势,
532,2022,国际碳中和战略行动与科技布局分析及对我国的启示建议,
533,2022,原创性基础研究的内涵分析及对原创探索计划项目的启示,
534,2022,非晶合金材料发展趋势及启示,
535,2022,碳达峰、碳中和政策框架与技术创新政策研究,
536,2022,发挥财政职能作用 支持科技创新发展——财政科技事业10年回顾与展望,
537,2022,碳达峰、碳中和背景下储能技术研究进展与发展建议,
538,2022,全面迈向创新法时代——2021年《中华人民共和国科学技术进步法》修订评述,
539,2022,“双碳”目标下的化石能源高效清洁利用,
540,2022,战略性基础研究：认识与对策,
541,2022,我国化学科学发展的战略思考与建议,
542,2022,战略性基础研究的由来及国际实践研究,
543,2022,建设新型电力系统 促进实现碳中和,
544,2022,我国科技人才政策十年发展与面向高水平科技自立自强的优化思路,
545,2022,工业过程绿色低碳技术,
546,2022,主要经济体碳中和战略取向、政策举措及启示,
547,2022,关键核心技术的发展规律探析,
548,2022,“双碳”目标下能源科技的多能融合发展路径研究,
549,2022,生物学特征、趋势及资助对策研究,
550,2022,持之以恒加强基础研究 夯实科技自立自强根基,
551,2022,“点将配兵”与重大突破：重大战略科技领域创新要素的配置模式,
552,2022,双碳导向下的绿色消费：内涵、传导机制和对策建议,
553,2022,智库双螺旋法的“十个关键问题”,
554,2022,警惕大气污染和碳排放向西北迁移,
555,2022,从美国博德研究所成功之道看生命科学前沿创新,
556,2022,工程科学发展战略问题与机制完善,
557,2022,优化生态建设布局提升固碳能力的政策途径,
558,2022,“双碳”目标下推动能源技术区域综合示范的路径思考,
559,2022,数学研究的特征及资助对策,
560,2022,科技评价改革十年评述,
561,2022,实现碳中和的市场机制与争取国际话语权重点方向,
562,2022,科技助力结核病防控：现状、进展与对策,
563,2022,服务冬奥、支撑发展：冰冻圈科学的延拓,
564,2022,关于研究城市科学的思考,
565,2022,颠覆性技术早期识别方法框架研究——基于科学端的视角,
566,2022,建设“滨海草带”的科技缘由、内容与对策,
567,2022,《巴黎协定》温控目标下未来碳排放空间的准确估算问题辨析,
568,2022,关于构建以光伏发电加物理储能为主的广域虚拟电厂的建议,
569,2022,国家科研机构在国家战略科技力量中的定位和作用,
570,2022,数据驱动下智库话语逻辑及互证体系思考,
571,2022,复兴路上的科学家精神——钱学森：严谨、严肃、严格、严密,
572,2022,2021年度中国科学十大进展简介,
573,2022,以都市农业为载体，推动城乡融合发展,
574,2022,蝴蝶模式：大科学时代科研范式的创新探索——基于中国科学院深圳先进技术研究院15年科学与产业融合发展的实践,
575,2022,数据资讯：人工智能全球之势,
576,2022,基于智库双螺旋法的科技前瞻研究,
577,2022,松山湖材料实验室,
578,2022,目录,
579,2022,复兴路上的科学家精神——钱伟长：国家的需要就是我的专业,
580,2022,贯通融合自然科学与社会科学：新型智库高质量发展必由之路——兼论智库科学的构建,
581,2022,复兴路上的科学家精神——郭永怀：有一种品质叫无私,
582,2022,寻求共同基础 推进交流合作——对美国智库和科学界主要科技政策报告的解读与启示建议,
583,2022,国家创新力测度与国际比较：2006—2020年,
584,2022,趋势观察：国际量子传感与测量领域战略部署与研究热点,
585,2022,科研院所党建与科研深度融合问题研究,
586,2022,毒品快速检测仪,
587,2022,数据资讯：全球清洁能源研究现状,
588,2022,政策速览（2022年1月）,
589,2022,趋势观察：RISC-Ⅴ架构芯片研究进展,
590,2022,2020年度《中国科学院院刊》“领跑者5000（F5000）”论文名单,
591,2022,科技支撑“双碳”目标实现（素材来源：中国科学院计算机网络信息中心科学新闻传播与研究发展部）,
592,2022,适度超前推动科研基础平台建设 支撑我国高水平科技自立自强,
593,2022,欢迎订阅《中国科学院院刊》,
594,2022,《中国科学院院刊》“2021年度优秀编委”“2021年度优秀审稿人”和“2020年度优秀论文”,
595,2022,政策速览,
596,2022,信息技术自立自强之“树”,
597,2022,数据资讯：全球互联网头部企业科研产出,
598,2022,政策速览（2021年12月）,
599,2022,战略性基础研究,
600,2022,发展高风险高回报研究的科技政策机制,
601,2022,《中国科学院院刊》印迹2021,
602,2022,欢迎订阅《中国科学院院刊》,
603,2022,目录,
604,2022,智库研究科学化,
605,2022,量子钻石原子力显微镜,
606,2022,中国科学院发布科技支撑“双碳”战略行动计划,
607,2022,欢迎订阅《中国科学院院刊》,
608,2022,目录,
609,2022,征稿简则,
610,2022,目录,
611,2022,快讯：《中国科学院院刊》被Scopus 数据库收录,
612,2022,极地环境探测关键技术,
